QGC WPL 110
0	0	0	16	0	5	0	0	50.9104731193025373	-1.53506308794021606	0	1
1	1	3	16	0	5	0	0	50.9106642272025738	-1.53439790010452271	20	1
2	0	3	16	0	5	0	0	50.9105120174342858	-1.53367906808853149	20	1
3	0	3	16	0	5	0	0	50.910232964899663	-1.53366833925247192	20	1
4	0	3	16	0	5	0	0	50.9102448035260267	-1.5340733528137207	20	1
5	0	3	16	0	5	0	0	50.9100824449591585	-1.53434693813323975	20	1
6	0	3	16	0	5	0	0	50.9099133208497747	-1.53467148542404175	20	1
7	0	3	16	0	5	0	0	50.9099725143579604	-1.53523743152618408	20	1
8	0	3	16	0	5	0	0	50.9100655325758638	-1.53543323278427124	20	1
9	0	3	16	0	5	0	0	50.9107555528246323	-1.5346527099609375	20	1
10	0	3	16	0	5	0	0	50.9106811393683287	-1.53384000062942505	20	1
11	0	3	16	0	5	0	0	50.9103834843534386	-1.53388828039169312	20	1
12	0	3	20	0	5	0	0	50.9103919404880898	-1.53404653072357178	20	1
